1.08,71.5,0.06164,0.0028,0.00345,0.00966,0.2,0.04,0.57
0.94,52.8,0.31,0.19,0.33,0.005,,,
4.07,3,,,,,,,
1.31,98.4,,,,,,,
3.84,25.2,,,,,,,
2.52,54,,,,,,,
2.19,69.1,,,,,,,
3.42,36.1,,,,,,,
1.69,96.9,,,,,,,
